TIME(HH),TIME(MM),TIME(SS),TIME(ms),X,Y,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15
0,0,22,118,0,0,-51,-57,-58,-52,-62,-58,-64,-67,-66,-57,-61,-60,-57,-56,-57,-70
0,0,25,383,0,0,-59,-62,-61,-60,-57,-66,-54,-68,-63,-57,-61,-60,-56,-60,-58,-69
0,0,31,536,0,0,-51,-63,-58,-55,-58,-61,-66,-65,-58,-59,-61,-57,-58,-46,-58,-69
0,0,34,604,0,0,-51,-63,-58,-55,-58,-61,-65,-65,-58,-59,-61,-57,-58,-60,-58,-69
0,0,40,710,0,0,-50,-55,-58,-56,-58,-59,-65,-65,-64,-55,-63,-59,-58,-58,-57,-69
0,0,43,775,0,0,-45,-55,-58,-54,-59,-61,-58,-70,-63,-57,-60,-57,-57,-57,-57,-69
0,0,46,814,0,0,-45,-55,-58,-54,-59,-61,-58,-70,-63,-57,-60,-57,-57,-57,-57,-69
0,0,49,884,0,0,-46,-58,-58,-52,-61,-61,-64,-71,-63,-57,-60,-58,-52,-52,-57,-69
0,0,56,47,0,0,-52,-57,-58,-56,-61,-61,-69,-66,-58,-58,-61,-52,-52,-43,-57,-66
0,0,59,114,0,0,-51,-55,-58,-56,-56,-51,-69,-64,-57,-49,-61,-55,-52,-61,-58,-66
0,0,5,203,0,0,-48,-55,-58,-54,-60,-53,-69,-64,-58,-58,-61,-59,-52,-61,-57,-71
0,0,11,361,0,0,-46,-52,-60,-54,-47,-58,-66,-66,-56,-52,-61,-57,-57,-59,-56,-48
0,0,14,403,0,0,-46,-55,-59,-54,-58,-57,-66,-66,-54,-56,-63,-57,-57,-59,-56,-58
0,0,20,518,0,0,-48,-52,-56,-52,-57,-58,-66,-66,-54,-54,-51,-53,-61,-58,-57,-58
0,0,26,692,0,0,-50,-52,-59,-51,-57,-52,-66,-66,-58,-59,-61,-55,-58,-58,-57,-69
0,0,29,781,0,0,-50,-55,-59,-55,-58,-46,-66,-58,-57,-58,-58,-56,-60,-58,-55,-66
0,0,35,884,0,0,-50,-53,-58,-54,-58,-58,-66,-63,-58,-58,-58,-56,-57,-58,-52,-71
0,0,42,48,0,0,-50,-55,-58,-56,-58,-60,-66,-68,-58,-56,-58,-57,-59,-58,-53,-72
0,0,45,109,0,0,-48,-57,-61,-53,-58,-57,-57,-66,-62,-56,-63,-57,-60,-58,-53,-72
0,0,51,219,0,0,-47,-55,-60,-55,-58,-59,-69,-55,-62,-55,-58,-57,-44,-59,-55,-68
0,0,22,118,0,0,-51,-57,-58,-52,-62,-58,-64,-67,-66,-57,-61,-60,-57,-56,-57,-70
0,0,25,383,0,0,-59,-62,-61,-60,-57,-66,-54,-68,-63,-57,-61,-60,-56,-60,-58,-69
0,0,31,536,0,0,-51,-63,-58,-55,-58,-61,-66,-65,-58,-59,-61,-57,-58,-46,-58,-69
0,0,34,604,0,0,-51,-63,-58,-55,-58,-61,-65,-65,-58,-59,-61,-57,-58,-60,-58,-69
0,0,40,710,0,0,-50,-55,-58,-56,-58,-59,-65,-65,-64,-55,-63,-59,-58,-58,-57,-69
0,0,43,775,0,0,-45,-55,-58,-54,-59,-61,-58,-70,-63,-57,-60,-57,-57,-57,-57,-69
0,0,46,814,0,0,-45,-55,-58,-54,-59,-61,-58,-70,-63,-57,-60,-57,-57,-57,-57,-69
0,0,49,884,0,0,-46,-58,-58,-52,-61,-61,-64,-71,-63,-57,-60,-58,-52,-52,-57,-69
0,0,56,47,0,0,-52,-57,-58,-56,-61,-61,-69,-66,-58,-58,-61,-52,-52,-43,-57,-66
0,0,59,114,0,0,-51,-55,-58,-56,-56,-51,-69,-64,-57,-49,-61,-55,-52,-61,-58,-66
0,0,5,203,0,0,-48,-55,-58,-54,-60,-53,-69,-64,-58,-58,-61,-59,-52,-61,-57,-71
0,0,11,361,0,0,-46,-52,-60,-54,-47,-58,-66,-66,-56,-52,-61,-57,-57,-59,-56,-48
0,0,14,403,0,0,-46,-55,-59,-54,-58,-57,-66,-66,-54,-56,-63,-57,-57,-59,-56,-58
0,0,20,518,0,0,-48,-52,-56,-52,-57,-58,-66,-66,-54,-54,-51,-53,-61,-58,-57,-58
0,0,26,692,0,0,-50,-52,-59,-51,-57,-52,-66,-66,-58,-59,-61,-55,-58,-58,-57,-69
0,0,29,781,0,0,-50,-55,-59,-55,-58,-46,-66,-58,-57,-58,-58,-56,-60,-58,-55,-66
0,0,35,884,0,0,-50,-53,-58,-54,-58,-58,-66,-63,-58,-58,-58,-56,-57,-58,-52,-71
0,0,42,48,0,0,-50,-55,-58,-56,-58,-60,-66,-68,-58,-56,-58,-57,-59,-58,-53,-72
0,0,45,109,0,0,-48,-57,-61,-53,-58,-57,-57,-66,-62,-56,-63,-57,-60,-58,-53,-72
0,0,51,219,0,0,-47,-55,-60,-55,-58,-59,-69,-55,-62,-55,-58,-57,-44,-59,-55,-68
0,0,8,801,0,0.3,-55,-68,-61,-47,-53,-64,-66,-66,-67,-57,-54,-53,-56,-57,-60,-62
0,0,30,255,0,0.3,-49,-62,-71,-51,-57,-69,-68,-70,-64,-57,-57,-52,-53,-57,-57,-68
0,0,33,285,0,0.3,-54,-61,-66,-51,-57,-66,-66,-70,-59,-58,-55,-54,-54,-58,-57,-66
0,0,48,544,0,0.3,-52,-63,-57,-50,-53,-65,-70,-66,-59,-54,-52,-55,-55,-60,-60,-68
0,0,0,782,0,0.3,-52,-63,-58,-50,-54,-65,-70,-66,-64,-54,-52,-55,-55,-55,-60,-63
0,0,6,963,0,0.3,-52,-63,-58,-51,-51,-60,-70,-57,-64,-55,-51,-55,-58,-57,-60,-63
0,0,10,49,0,0.3,-52,-63,-58,-51,-51,-60,-70,-57,-64,-55,-51,-55,-58,-57,-60,-63
0,0,13,133,0,0.3,-55,-63,-57,-52,-52,-60,-54,-57,-64,-58,-53,-55,-57,-54,-60,-68
0,0,16,220,0,0.3,-55,-63,-57,-52,-52,-60,-54,-57,-64,-58,-53,-55,-57,-54,-60,-68
0,0,19,286,0,0.3,-55,-66,-56,-50,-52,-60,-54,-66,-62,-55,-49,-55,-57,-54,-63,-66
0,0,25,431,0,0.3,-54,-65,-56,-50,-52,-60,-54,-52,-67,-55,-49,-55,-52,-54,-57,-58
0,0,28,500,0,0.3,-54,-65,-56,-50,-52,-60,-54,-52,-67,-55,-49,-55,-52,-54,-57,-58
0,0,31,585,0,0.3,-54,-65,-56,-49,-44,-60,-54,-67,-67,-52,-53,-57,-58,-57,-57,-65
0,0,37,753,0,0.3,-50,-65,-56,-51,-56,-53,-54,-67,-64,-51,-52,-50,-55,-57,-57,-65
0,0,8,801,0,0.3,-55,-68,-61,-47,-53,-64,-66,-66,-67,-57,-54,-53,-56,-57,-60,-62
0,0,30,255,0,0.3,-49,-62,-71,-51,-57,-69,-68,-70,-64,-57,-57,-52,-53,-57,-57,-68
0,0,33,285,0,0.3,-54,-61,-66,-51,-57,-66,-66,-70,-59,-58,-55,-54,-54,-58,-57,-66
0,0,48,544,0,0.3,-52,-63,-57,-50,-53,-65,-70,-66,-59,-54,-52,-55,-55,-60,-60,-68
0,0,0,782,0,0.3,-52,-63,-58,-50,-54,-65,-70,-66,-64,-54,-52,-55,-55,-55,-60,-63
0,0,6,963,0,0.3,-52,-63,-58,-51,-51,-60,-70,-57,-64,-55,-51,-55,-58,-57,-60,-63
0,0,10,49,0,0.3,-52,-63,-58,-51,-51,-60,-70,-57,-64,-55,-51,-55,-58,-57,-60,-63
0,0,13,133,0,0.3,-55,-63,-57,-52,-52,-60,-54,-57,-64,-58,-53,-55,-57,-54,-60,-68
0,0,16,220,0,0.3,-55,-63,-57,-52,-52,-60,-54,-57,-64,-58,-53,-55,-57,-54,-60,-68
0,0,19,286,0,0.3,-55,-66,-56,-50,-52,-60,-54,-66,-62,-55,-49,-55,-57,-54,-63,-66
0,0,25,431,0,0.3,-54,-65,-56,-50,-52,-60,-54,-52,-67,-55,-49,-55,-52,-54,-57,-58
0,0,28,500,0,0.3,-54,-65,-56,-50,-52,-60,-54,-52,-67,-55,-49,-55,-52,-54,-57,-58
0,0,31,585,0,0.3,-54,-65,-56,-49,-44,-60,-54,-67,-67,-52,-53,-57,-58,-57,-57,-65
0,0,37,753,0,0.3,-50,-65,-56,-51,-56,-53,-54,-67,-64,-51,-52,-50,-55,-57,-57,-65
0,0,39,843,0,0.6,-41,-52,-55,-52,-58,-59,-69,-61,-59,-46,-52,-54,-50,-58,-58,-66
0,0,4,573,0,0.6,-42,-61,-57,-49,-58,-61,-72,-65,-54,-48,-56,-51,-56,-54,-55,-67
0,0,7,637,0,0.6,-43,-57,-54,-53,-58,-58,-65,-64,-54,-50,-51,-51,-52,-52,-58,-63
0,0,13,807,0,0.6,-43,-57,-56,-60,-58,-57,-66,-64,-54,-52,-57,-55,-51,-55,-55,-63
0,0,19,965,0,0.6,-44,-57,-56,-55,-54,-57,-71,-64,-57,-51,-54,-55,-50,-48,-55,-63
0,0,23,26,0,0.6,-44,-57,-56,-58,-55,-57,-68,-65,-58,-49,-55,-54,-53,-54,-55,-63
0,0,29,212,0,0.6,-45,-59,-57,-58,-54,-56,-66,-64,-58,-49,-55,-51,-52,-60,-46,-64
0,0,35,380,0,0.6,-42,-50,-56,-57,-56,-56,-66,-64,-59,-51,-54,-54,-49,-60,-57,-65
0,0,38,467,0,0.6,-48,-54,-55,-57,-57,-56,-66,-61,-58,-49,-51,-53,-49,-54,-56,-64
0,0,44,623,0,0.6,-48,-54,-55,-57,-57,-58,-69,-61,-58,-49,-51,-53,-49,-57,-56,-64
0,0,47,715,0,0.6,-46,-53,-55,-57,-57,-58,-69,-52,-58,-50,-45,-50,-51,-57,-55,-64
0,0,39,843,0,0.6,-41,-52,-55,-52,-58,-59,-69,-61,-59,-46,-52,-54,-50,-58,-58,-66
0,0,4,573,0,0.6,-42,-61,-57,-49,-58,-61,-72,-65,-54,-48,-56,-51,-56,-54,-55,-67
0,0,7,637,0,0.6,-43,-57,-54,-53,-58,-58,-65,-64,-54,-50,-51,-51,-52,-52,-58,-63
0,0,13,807,0,0.6,-43,-57,-56,-60,-58,-57,-66,-64,-54,-52,-57,-55,-51,-55,-55,-63
0,0,19,965,0,0.6,-44,-57,-56,-55,-54,-57,-71,-64,-57,-51,-54,-55,-50,-48,-55,-63
0,0,23,26,0,0.6,-44,-57,-56,-58,-55,-57,-68,-65,-58,-49,-55,-54,-53,-54,-55,-63
0,0,29,212,0,0.6,-45,-59,-57,-58,-54,-56,-66,-64,-58,-49,-55,-51,-52,-60,-46,-64
0,0,35,380,0,0.6,-42,-50,-56,-57,-56,-56,-66,-64,-59,-51,-54,-54,-49,-60,-57,-65
0,0,38,467,0,0.6,-48,-54,-55,-57,-57,-56,-66,-61,-58,-49,-51,-53,-49,-54,-56,-64
0,0,44,623,0,0.6,-48,-54,-55,-57,-57,-58,-69,-61,-58,-49,-51,-53,-49,-57,-56,-64
0,0,47,715,0,0.6,-46,-53,-55,-57,-57,-58,-69,-52,-58,-50,-45,-50,-51,-57,-55,-64
0,0,39,843,0,0.6,-41,-52,-55,-52,-58,-59,-69,-61,-59,-46,-52,-54,-50,-58,-58,-66
0,0,4,573,0,0.6,-42,-61,-57,-49,-58,-61,-72,-65,-54,-48,-56,-51,-56,-54,-55,-67
0,0,7,637,0,0.6,-43,-57,-54,-53,-58,-58,-65,-64,-54,-50,-51,-51,-52,-52,-58,-63
0,0,13,807,0,0.6,-43,-57,-56,-60,-58,-57,-66,-64,-54,-52,-57,-55,-51,-55,-55,-63
0,0,19,965,0,0.6,-44,-57,-56,-55,-54,-57,-71,-64,-57,-51,-54,-55,-50,-48,-55,-63
0,0,23,26,0,0.6,-44,-57,-56,-58,-55,-57,-68,-65,-58,-49,-55,-54,-53,-54,-55,-63
0,0,29,212,0,0.6,-45,-59,-57,-58,-54,-56,-66,-64,-58,-49,-55,-51,-52,-60,-46,-64
0,0,35,380,0,0.6,-42,-50,-56,-57,-56,-56,-66,-64,-59,-51,-54,-54,-49,-60,-57,-65
0,0,38,467,0,0.6,-48,-54,-55,-57,-57,-56,-66,-61,-58,-49,-51,-53,-49,-54,-56,-64
0,0,44,623,0,0.6,-48,-54,-55,-57,-57,-58,-69,-61,-58,-49,-51,-53,-49,-57,-56,-64
0,0,47,715,0,0.6,-46,-53,-55,-57,-57,-58,-69,-52,-58,-50,-45,-50,-51,-57,-55,-64
0,0,39,843,0,0.6,-41,-52,-55,-52,-58,-59,-69,-61,-59,-46,-52,-54,-50,-58,-58,-66
0,0,4,573,0,0.6,-42,-61,-57,-49,-58,-61,-72,-65,-54,-48,-56,-51,-56,-54,-55,-67
0,0,7,637,0,0.6,-43,-57,-54,-53,-58,-58,-65,-64,-54,-50,-51,-51,-52,-52,-58,-63
0,0,13,807,0,0.6,-43,-57,-56,-60,-58,-57,-66,-64,-54,-52,-57,-55,-51,-55,-55,-63
0,0,19,965,0,0.6,-44,-57,-56,-55,-54,-57,-71,-64,-57,-51,-54,-55,-50,-48,-55,-63
0,0,23,26,0,0.6,-44,-57,-56,-58,-55,-57,-68,-65,-58,-49,-55,-54,-53,-54,-55,-63
0,0,29,212,0,0.6,-45,-59,-57,-58,-54,-56,-66,-64,-58,-49,-55,-51,-52,-60,-46,-64
0,0,35,380,0,0.6,-42,-50,-56,-57,-56,-56,-66,-64,-59,-51,-54,-54,-49,-60,-57,-65
0,0,38,467,0,0.6,-48,-54,-55,-57,-57,-56,-66,-61,-58,-49,-51,-53,-49,-54,-56,-64
0,0,44,623,0,0.6,-48,-54,-55,-57,-57,-58,-69,-61,-58,-49,-51,-53,-49,-57,-56,-64
0,0,47,715,0,0.6,-46,-53,-55,-57,-57,-58,-69,-52,-58,-50,-45,-50,-51,-57,-55,-64
0,0,7,221,0,0.9,-45,-51,-54,-49,-60,-65,-65,-75,-56,-56,-55,-57,-53,-54,-57,-69
0,0,13,489,0,0.9,-47,-54,-56,-52,-63,-65,-65,-75,-62,-55,-57,-55,-53,-59,-56,-69
0,0,16,554,0,0.9,-45,-54,-55,-49,-62,-71,-65,-74,-60,-50,-56,-55,-53,-63,-58,-64
0,0,19,614,0,0.9,-40,-55,-54,-51,-55,-66,-55,-76,-64,-58,-55,-54,-51,-58,-57,-64
0,0,22,674,0,0.9,-41,-52,-53,-39,-54,-61,-65,-66,-58,-55,-51,-57,-52,-58,-57,-66
0,0,28,823,0,0.9,-41,-52,-55,-51,-54,-64,-65,-66,-57,-56,-51,-55,-52,-57,-57,-66
0,0,41,77,0,0.9,-40,-52,-55,-52,-55,-64,-63,-66,-63,-58,-53,-58,-52,-56,-64,-66
0,0,47,241,0,0.9,-41,-51,-55,-52,-55,-64,-63,-65,-64,-57,-54,-57,-52,-52,-63,-66
0,0,50,317,0,0.9,-41,-51,-55,-52,-55,-64,-63,-65,-64,-57,-54,-57,-52,-52,-63,-66
0,0,53,425,0,0.9,-40,-51,-54,-51,-54,-64,-63,-65,-64,-58,-55,-57,-52,-51,-63,-65
0,0,56,488,0,0.9,-40,-52,-55,-51,-54,-63,-63,-65,-52,-57,-53,-56,-52,-54,-60,-65
0,0,59,566,0,0.9,-40,-52,-55,-51,-54,-63,-63,-65,-52,-57,-53,-56,-52,-54,-60,-65
0,0,2,654,0,0.9,-40,-52,-55,-50,-54,-63,-63,-65,-52,-57,-55,-55,-55,-56,-60,-66
0,0,5,740,0,0.9,-40,-52,-55,-50,-54,-63,-63,-65,-52,-57,-55,-55,-55,-56,-60,-66
0,0,8,818,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-56,-52,-57,-63,-66
0,0,11,895,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-53,-52,-57,-63,-65
0,0,15,10,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-53,-52,-57,-63,-65
0,0,18,82,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-58,-58,-55,-58,-54,-57,-63,-66
0,0,21,152,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-58,-58,-55,-58,-54,-57,-63,-66
0,0,24,224,0,0.9,-40,-52,-55,-50,-54,-64,-63,-65,-58,-57,-54,-54,-52,-58,-63,-66
0,0,27,328,0,0.9,-41,-52,-52,-49,-53,-62,-63,-65,-60,-55,-54,-56,-53,-56,-63,-63
0,0,30,401,0,0.9,-41,-52,-52,-49,-53,-62,-63,-65,-60,-55,-54,-56,-53,-56,-63,-63
0,0,33,474,0,0.9,-40,-53,-54,-49,-54,-62,-68,-65,-56,-58,-55,-57,-53,-57,-63,-66
0,0,7,221,0,0.9,-45,-51,-54,-49,-60,-65,-65,-75,-56,-56,-55,-57,-53,-54,-57,-69
0,0,13,489,0,0.9,-47,-54,-56,-52,-63,-65,-65,-75,-62,-55,-57,-55,-53,-59,-56,-69
0,0,16,554,0,0.9,-45,-54,-55,-49,-62,-71,-65,-74,-60,-50,-56,-55,-53,-63,-58,-64
0,0,19,614,0,0.9,-40,-55,-54,-51,-55,-66,-55,-76,-64,-58,-55,-54,-51,-58,-57,-64
0,0,22,674,0,0.9,-41,-52,-53,-39,-54,-61,-65,-66,-58,-55,-51,-57,-52,-58,-57,-66
0,0,28,823,0,0.9,-41,-52,-55,-51,-54,-64,-65,-66,-57,-56,-51,-55,-52,-57,-57,-66
0,0,41,77,0,0.9,-40,-52,-55,-52,-55,-64,-63,-66,-63,-58,-53,-58,-52,-56,-64,-66
0,0,47,241,0,0.9,-41,-51,-55,-52,-55,-64,-63,-65,-64,-57,-54,-57,-52,-52,-63,-66
0,0,50,317,0,0.9,-41,-51,-55,-52,-55,-64,-63,-65,-64,-57,-54,-57,-52,-52,-63,-66
0,0,53,425,0,0.9,-40,-51,-54,-51,-54,-64,-63,-65,-64,-58,-55,-57,-52,-51,-63,-65
0,0,56,488,0,0.9,-40,-52,-55,-51,-54,-63,-63,-65,-52,-57,-53,-56,-52,-54,-60,-65
0,0,59,566,0,0.9,-40,-52,-55,-51,-54,-63,-63,-65,-52,-57,-53,-56,-52,-54,-60,-65
0,0,2,654,0,0.9,-40,-52,-55,-50,-54,-63,-63,-65,-52,-57,-55,-55,-55,-56,-60,-66
0,0,5,740,0,0.9,-40,-52,-55,-50,-54,-63,-63,-65,-52,-57,-55,-55,-55,-56,-60,-66
0,0,8,818,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-56,-52,-57,-63,-66
0,0,11,895,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-53,-52,-57,-63,-65
0,0,15,10,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-53,-52,-57,-63,-65
0,0,18,82,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-58,-58,-55,-58,-54,-57,-63,-66
0,0,21,152,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-58,-58,-55,-58,-54,-57,-63,-66
0,0,24,224,0,0.9,-40,-52,-55,-50,-54,-64,-63,-65,-58,-57,-54,-54,-52,-58,-63,-66
0,0,27,328,0,0.9,-41,-52,-52,-49,-53,-62,-63,-65,-60,-55,-54,-56,-53,-56,-63,-63
0,0,30,401,0,0.9,-41,-52,-52,-49,-53,-62,-63,-65,-60,-55,-54,-56,-53,-56,-63,-63
0,0,33,474,0,0.9,-40,-53,-54,-49,-54,-62,-68,-65,-56,-58,-55,-57,-53,-57,-63,-66
0,0,7,221,0,0.9,-45,-51,-54,-49,-60,-65,-65,-75,-56,-56,-55,-57,-53,-54,-57,-69
0,0,13,489,0,0.9,-47,-54,-56,-52,-63,-65,-65,-75,-62,-55,-57,-55,-53,-59,-56,-69
0,0,16,554,0,0.9,-45,-54,-55,-49,-62,-71,-65,-74,-60,-50,-56,-55,-53,-63,-58,-64
0,0,19,614,0,0.9,-40,-55,-54,-51,-55,-66,-55,-76,-64,-58,-55,-54,-51,-58,-57,-64
0,0,22,674,0,0.9,-41,-52,-53,-39,-54,-61,-65,-66,-58,-55,-51,-57,-52,-58,-57,-66
0,0,28,823,0,0.9,-41,-52,-55,-51,-54,-64,-65,-66,-57,-56,-51,-55,-52,-57,-57,-66
0,0,41,77,0,0.9,-40,-52,-55,-52,-55,-64,-63,-66,-63,-58,-53,-58,-52,-56,-64,-66
0,0,47,241,0,0.9,-41,-51,-55,-52,-55,-64,-63,-65,-64,-57,-54,-57,-52,-52,-63,-66
0,0,50,317,0,0.9,-41,-51,-55,-52,-55,-64,-63,-65,-64,-57,-54,-57,-52,-52,-63,-66
0,0,53,425,0,0.9,-40,-51,-54,-51,-54,-64,-63,-65,-64,-58,-55,-57,-52,-51,-63,-65
0,0,56,488,0,0.9,-40,-52,-55,-51,-54,-63,-63,-65,-52,-57,-53,-56,-52,-54,-60,-65
0,0,59,566,0,0.9,-40,-52,-55,-51,-54,-63,-63,-65,-52,-57,-53,-56,-52,-54,-60,-65
0,0,2,654,0,0.9,-40,-52,-55,-50,-54,-63,-63,-65,-52,-57,-55,-55,-55,-56,-60,-66
0,0,5,740,0,0.9,-40,-52,-55,-50,-54,-63,-63,-65,-52,-57,-55,-55,-55,-56,-60,-66
0,0,8,818,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-56,-52,-57,-63,-66
0,0,11,895,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-53,-52,-57,-63,-65
0,0,15,10,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-52,-58,-55,-53,-52,-57,-63,-65
0,0,18,82,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-58,-58,-55,-58,-54,-57,-63,-66
0,0,21,152,0,0.9,-40,-52,-54,-51,-54,-64,-63,-65,-58,-58,-55,-58,-54,-57,-63,-66
0,0,24,224,0,0.9,-40,-52,-55,-50,-54,-64,-63,-65,-58,-57,-54,-54,-52,-58,-63,-66
0,0,27,328,0,0.9,-41,-52,-52,-49,-53,-62,-63,-65,-60,-55,-54,-56,-53,-56,-63,-63
0,0,30,401,0,0.9,-41,-52,-52,-49,-53,-62,-63,-65,-60,-55,-54,-56,-53,-56,-63,-63
0,0,33,474,0,0.9,-40,-53,-54,-49,-54,-62,-68,-65,-56,-58,-55,-57,-53,-57,-63,-66
0,0,10,612,0,1.2,-46,-39,-60,-54,-68,-65,-55,-67,-62,-54,-58,-58,-57,-57,-63,-68
0,0,16,763,0,1.2,-43,-52,-58,-54,-69,-63,-61,-67,-58,-49,-52,-55,-55,-57,-63,-54
0,0,22,939,0,1.2,-39,-52,-54,-51,-62,-58,-64,-66,-58,-51,-54,-54,-61,-57,-61,-54
0,0,26,15,0,1.2,-39,-54,-54,-53,-62,-57,-62,-66,-58,-51,-54,-54,-56,-57,-61,-54
0,0,32,172,0,1.2,-39,-47,-52,-52,-63,-58,-62,-66,-63,-52,-55,-54,-56,-56,-54,-61
0,0,35,258,0,1.2,-39,-53,-52,-52,-64,-58,-62,-66,-63,-52,-51,-54,-55,-56,-54,-70
0,0,41,402,0,1.2,-39,-52,-51,-53,-65,-57,-62,-68,-61,-53,-54,-54,-55,-53,-54,-71
0,0,47,540,0,1.2,-38,-53,-52,-52,-64,-57,-60,-68,-70,-53,-54,-52,-57,-57,-58,-68
0,0,50,617,0,1.2,-38,-54,-52,-52,-64,-58,-60,-69,-70,-53,-54,-53,-56,-57,-58,-67
0,0,56,778,0,1.2,-39,-53,-54,-51,-64,-58,-52,-69,-59,-52,-55,-53,-57,-57,-58,-57
0,0,2,922,0,1.2,-39,-54,-54,-51,-64,-59,-63,-69,-59,-41,-55,-54,-57,-57,-58,-57
0,0,5,971,0,1.2,-39,-54,-54,-51,-64,-59,-54,-69,-59,-41,-55,-54,-57,-57,-58,-57
0,0,9,10,0,1.2,-39,-54,-54,-51,-64,-59,-54,-69,-59,-41,-55,-54,-57,-57,-58,-57
0,0,12,96,0,1.2,-38,-54,-53,-51,-63,-59,-62,-70,-63,-52,-55,-52,-57,-53,-59,-67
0,0,18,275,0,1.2,-39,-54,-53,-51,-56,-59,-62,-70,-58,-52,-55,-54,-55,-53,-51,-67
0,0,21,353,0,1.2,-39,-53,-54,-51,-60,-58,-62,-70,-58,-52,-54,-53,-56,-55,-58,-66
0,0,27,539,0,1.2,-38,-52,-42,-51,-61,-58,-62,-70,-62,-52,-54,-54,-56,-57,-57,-66
0,0,30,615,0,1.2,-38,-57,-42,-55,-61,-58,-63,-70,-62,-52,-54,-51,-56,-57,-57,-66
0,0,33,665,0,1.2,-38,-57,-42,-55,-61,-58,-63,-70,-62,-52,-54,-51,-56,-57,-57,-66
0,0,10,612,0,1.2,-46,-39,-60,-54,-68,-65,-55,-67,-62,-54,-58,-58,-57,-57,-63,-68
0,0,16,763,0,1.2,-43,-52,-58,-54,-69,-63,-61,-67,-58,-49,-52,-55,-55,-57,-63,-54
0,0,22,939,0,1.2,-39,-52,-54,-51,-62,-58,-64,-66,-58,-51,-54,-54,-61,-57,-61,-54
0,0,26,15,0,1.2,-39,-54,-54,-53,-62,-57,-62,-66,-58,-51,-54,-54,-56,-57,-61,-54
0,0,32,172,0,1.2,-39,-47,-52,-52,-63,-58,-62,-66,-63,-52,-55,-54,-56,-56,-54,-61
0,0,35,258,0,1.2,-39,-53,-52,-52,-64,-58,-62,-66,-63,-52,-51,-54,-55,-56,-54,-70
0,0,41,402,0,1.2,-39,-52,-51,-53,-65,-57,-62,-68,-61,-53,-54,-54,-55,-53,-54,-71
0,0,47,540,0,1.2,-38,-53,-52,-52,-64,-57,-60,-68,-70,-53,-54,-52,-57,-57,-58,-68
0,0,50,617,0,1.2,-38,-54,-52,-52,-64,-58,-60,-69,-70,-53,-54,-53,-56,-57,-58,-67
0,0,56,778,0,1.2,-39,-53,-54,-51,-64,-58,-52,-69,-59,-52,-55,-53,-57,-57,-58,-57
0,0,2,922,0,1.2,-39,-54,-54,-51,-64,-59,-63,-69,-59,-41,-55,-54,-57,-57,-58,-57
0,0,5,971,0,1.2,-39,-54,-54,-51,-64,-59,-54,-69,-59,-41,-55,-54,-57,-57,-58,-57
0,0,9,10,0,1.2,-39,-54,-54,-51,-64,-59,-54,-69,-59,-41,-55,-54,-57,-57,-58,-57
0,0,12,96,0,1.2,-38,-54,-53,-51,-63,-59,-62,-70,-63,-52,-55,-52,-57,-53,-59,-67
0,0,18,275,0,1.2,-39,-54,-53,-51,-56,-59,-62,-70,-58,-52,-55,-54,-55,-53,-51,-67
0,0,21,353,0,1.2,-39,-53,-54,-51,-60,-58,-62,-70,-58,-52,-54,-53,-56,-55,-58,-66
0,0,27,539,0,1.2,-38,-52,-42,-51,-61,-58,-62,-70,-62,-52,-54,-54,-56,-57,-57,-66
0,0,30,615,0,1.2,-38,-57,-42,-55,-61,-58,-63,-70,-62,-52,-54,-51,-56,-57,-57,-66
0,0,33,665,0,1.2,-38,-57,-42,-55,-61,-58,-63,-70,-62,-52,-54,-51,-56,-57,-57,-66
0,0,10,612,0,1.2,-46,-39,-60,-54,-68,-65,-55,-67,-62,-54,-58,-58,-57,-57,-63,-68
0,0,16,763,0,1.2,-43,-52,-58,-54,-69,-63,-61,-67,-58,-49,-52,-55,-55,-57,-63,-54
0,0,22,939,0,1.2,-39,-52,-54,-51,-62,-58,-64,-66,-58,-51,-54,-54,-61,-57,-61,-54
0,0,26,15,0,1.2,-39,-54,-54,-53,-62,-57,-62,-66,-58,-51,-54,-54,-56,-57,-61,-54
0,0,32,172,0,1.2,-39,-47,-52,-52,-63,-58,-62,-66,-63,-52,-55,-54,-56,-56,-54,-61
0,0,35,258,0,1.2,-39,-53,-52,-52,-64,-58,-62,-66,-63,-52,-51,-54,-55,-56,-54,-70
